name,url
American Express,https://www.americanexpress.com/en-us/company/corporate-sustainability/ESG/reporting-resources/
Banco Bradesco,https://api.mziq.com/mzfilemanager/v2/d/80f2e993-0a30-421a-9470-a4d5c8ad5e9f/0d30a187-4bf4-4aaa-a636-906e32b80643?origin=2
SANOFI,https://www.sanofi.com/en/our-responsibility/environmental-sustainability
Bank of Montreal,https://newsroom.bmo.com/2021-03-10-BMO-declares-climate-ambition
Generali,https://www.generalicee.com/article/news/generali-updates-its-strategy-for-climate-protection
Capital One Financial,https://www.capitalone.com/about/newsroom/climate-change-journey-2030/
State Bank of India,https://economictimes.indiatimes.com/industry/banking/finance/banking/sbi-announces-steps-to-go-carbon-neutral-by-2030/articleshow/65855255.cms?from=mdr
Southern Company,https://www.southerncompany.com/sustainability/net-zero-and-environmental-priorities/net-zero-transition.html
BlackRock,https://www.blackrock.com/corporate/investor-relations/blackrock-client-letter
National Australia Bank (NAB),https://www.nab.com.au/about-us/social-impact/environment/climate-change
ING Group,https://www.ing.com/Sustainability/The-world-around-us-1/Reporting.htm
KBC,https://www.kbc.com/en/corporate-sustainability/limiting-our-adverse-impact/our-own-environmental-footprint.html
Dominion Resources,https://news.dominionenergy.com/2022-02-11-Dominion-Energy-Broadens-Net-Zero-Commitments
Japan Tobacco,https://www.jt.com/sustainability/environment/index.html
Sumitomo,https://www.sumitomocorp.com/en/jp/sustainability/environmental-management/climate
BBVA-Banco Bilbao Vizcaya,https://www.bbva.com/en/as-of-january-1st-bbva-set-an-internal-price-for-its-co2-emissions-and-commits-to-being-carbon-neutral-in-2020/
Daiwa House Industry Co,https://www.daiwahouse.com/English/sustainable/eco/vision/
ASML Holding,https://www.asml.com/en/investors/annual-report
Michelin,https://web.archive.org/web/20231017135455/https://www.michelin.com/en/sustainable-development-mobility/for-the-planet/acting-for-the-climate/
Eni SpA,https://www.eni.com/en-IT/low-carbon/strategy-climate-change.html
Kimberly-Clark,https://www.kimberly-clark.com/en-us/esg/downloads
Subaru,https://www.subaru.co.jp/en/csr/subaru_csr/sixpriority/environment.html
Entergy,https://www.entergy.com/environment/
Vale,https://vale.com/documents/d/guest/vale_cc_2021-en
Kyocera,https://global.kyocera.com/newsroom/news/2022/000554.html
Swedbank,https://www.swedbank.com/sustainability/environment/climate.html
Deutsche Börse AG,https://deutsche-boerse.com/dbg-de/media/pressemitteilungen/Deutsche-B-rse-will-bis-2025-netto-klimaneutral-werden-2653534
WEC Energy,https://www.wecenergygroup.com/home/generation-reshaping-plan.htm
Essity Ab,https://www.essity.com/sustainability/our-journey-to-net-zero/climate-targets/
Stanley Black & Decker,https://www.stanleyblackanddecker.com/who-we-are/2020-esg-report/planet/becoming-carbon-positive/
NEC,https://www.nec.com/en/global/csr/eco/risk.html
Carmax,https://socialresponsibility.carmax.com/
HeidelbergCement,https://www.heidelbergcement.com/de/energie-und-klimaschutz
Commerzbank,https://www.commerzbank.de/en/nachhaltigkeit/gesellschaft/klimastrategie/standardseitenvorlage_3.html
Kone Oyj,https://www.kone.com/en/news-and-insights/stories/on-the-road-to-delivering-on-ambitious-climate-pledge.aspx
LG Electronics,https://www.lg.com/global/sustainability/carbon-neutrality/
Voya Financial,https://corporate.voya.com/corporate-responsibility/protecting-environment/operational-eco-efficiency
Obayashi,https://www.obayashi.co.jp/en/sustainability/environment/tcfd.html
Ameren,https://ameren.mediaroom.com/2020-09-28-Ameren-establishes-net-zero-carbon-emissions-goal-and-a-transformative-expansion-of-wind-and-solar-energy
Baker Hughes,https://www.bakerhughes.com/company/corporate-responsibility/planet/energy-and-climate
AkzoNobel,https://www.akzonobel.com/en/about-us/position-statements/climate-change
Isuzu Motors,https://www.automotiveworld.com/news-releases/isuzu-announces-formulation-of-isuzu-environmental-vision-2050/
Sharp,https://global.sharp/corporate/eco/environment/climate_change/#anc01
Helvetia,https://www.helvetia.com/corporate/web/en/home/about-us/overview/corporate-responsibility/facts/climate-neutrality.html
KT,https://corp.kt.com/eng/html/sustain/environmental/environmental.html
AvalonBay Communities,https://www.avaloncommunities.com/about-us/corporate-responsibility/environment
Vornado Realty,https://esg.vno.com/
VakifBank,https://www.vakifbank.com.tr/reporting.aspx?pageID=1153
Terumo,https://www.terumo.com/newsrelease/detail/20230424/5741
Air France-KLM,https://corporate.airfrance.com/en/news/air-france-launches-its-air-france-act-programme-presenting-its-new-co2-emissions-reduction
KNORR-BREMSE,https://sustainabilityreport.knorr-bremse.com/2022/environment/index.html#climate-protection
Textron,https://www.textron.com/assets/CR/2019/ProductSustainabilityHighlights.html
SGS,https://www.sgs.com/en/news/2018/04/sgs-becomes-one-of-100-companies-to-commit-to-science-based-targets-for-greenhouse-gas-emissions
Nasdaq,https://ir.nasdaq.com/news-releases/news-release-details/nasdaqs-net-zero-target-approved-science-based-targets
McCormick & Co,https://mccormick.widen.net/s/x5bmvpfgc7/2021_plp_report
Solvay S.A.,https://www.solvay.com/en/sustainability/climate
Schroders,https://www.schroders.com/en/media-relations/newsroom/all_news_releases/schroders-joins-net-zero-asset-manager-initiative/
Oji Holdings,https://ojiholdings.disclosure.site/en/themes/198/
Meiji Holdings,https://www.meiji.com/global/sustainability/caring_for_the_earth/climate_change/
ADP (Aeroports de Paris),https://entrevoisins.groupeadp.fr/engagements/reduire-impact-environnement/
Storebrand ASA,https://www.storebrand.no/en/asset-management/sustainable-investments/our-climate-strategy
OMRON,https://sustainability.omron.com/en/environ/climate_change/response/#Anchor-pageLink02
Verbund AG,https://web.archive.org/web/20231017163255/https://www.verbund.com/en-de/about-verbund/investor-relations/responsibility-sustainability
Alliant Energy,https://www.alliantenergy.com/AboutAlliantEnergy/ResponsibilityReport/CleanEnergyVisionGoals
Bombardier,https://bombardier.com/en/sustainability/environment/environmental-excellence
AGL Energy,https://www.agl.com.au/about-agl/sustainability/transition#climate
Synopsys,https://www.synopsys.com/company/corporate-social-responsibility/environment.html
Banque Cantonale Vaudoise,https://www.bcv.ch/en/About-us/Corporate-Social-Responsibility/Environmental-sustainability
Lixil,https://www.lixil.com/en/sustainability/environment/ghg.html
Nippon Paint,https://www.nipponpaint-holdings.com/en/sustainability/environment/climatechange/
Sumitomo Metal Mining Co,https://www.smm.co.jp/en/sustainability/vision/task/#section02
NiSource,https://www.nisource.com/news/article/path-to-net-zero-greenhouse-gas-emissions
AECOM Technology,https://publications.aecom.com/sustainable-legacies/achieve-net-zero-carbon-emissions
Live Nation Entertainment,https://www.livenation.co.uk/sustainabilitycharter
Dai Nippon Printing Co,https://www.dnp.co.jp/eng/sustainability/
Santos,https://www.santos.com/sustainability/climate-change/
Sekisui Chemical Co,https://www.sekisuichemical.com/news/2020/1364110_38530.html
PTT Global Chemical,https://sustainability.pttgcgroup.com/en/net-zero
Barry Callebaut,https://www.barry-callebaut.com/en-GB/group/forever-chocolate/sustainability-reporting/forever-chocolate-progress-report-202122
Atlassian,https://www.atlassian.com/blog/announcements/net-zero-announcement
RTL,https://www.rtlgroup.com/en/corporate_responsibility/our_impact/environment.cfm
Virgin Money Holdings (UK),https://www.virginmoneyukplc.com/corporate-sustainability/no-footprint/
Teck Resources,https://www.teck.com/news/news-releases/2022/teck-announces-expanded-net-zero-climate-strategy
Latam Airlines,http://www.latamairlinesgroup.net/static-files/94a2afb7-7f62-4743-84b0-28048a061d54
Zalando,https://corporate.zalando.com/en/sustainability/reducing-our-carbon-footprint
BayWa,https://www.baywa.com/en/responsibility/at-a-glance
Vopak,https://www.vopak.com/sustainability
Hasbro,https://csr.hasbro.com/en-us/news/article?id=news_article_renewable_energy_2018
Dixons Carphone,https://www.edie.net/news/6/Dixons-Carphone-and-Dassault-Syst-mes-unveil-new-science-based-climate-targets/
Saudi Aramco,https://www.aramco.com/en/news-media/news/2021/ambition-to-reach-operational-net-zero-emissions-by-2050
Samsung Electronics Co,https://www.samsung.com/global/sustainability/planet/climate-action/
Walt Disney Co,https://thewaltdisneycompany.com/environmental-sustainability/
Bank of Communications,https://www.bankcomm.com/BankCommSite/shtml/jyjr/en/2600223/2600642/2656333.shtml?channelId=2600642
Pfizer,https://www.pfizer.com/news/articles/net_zero_by_2040_how_pfizer_is_fighting_climate_change_with_ambitious_science_based_goals
Mitsubishi UFJ Financial,https://www.mufg.jp/english/csr/environment/cnd/index.html
Chevron,https://www.chevron.com/stories/chevron-sets-net-zero-aspiration-and-new-ghg-intensity-target
Cigna,https://www.cigna.com/about-us/corporate-responsibility/report/environment/sustainability-performance-plan
Japan Post Holdings Co,https://www.japanpost.jp/sustainability/environment/greenhouse_gas/#charge
Bank of Nova Scotia,https://www.scotiabank.com/ca/en/about/responsibility-impact/climate-commitments.html
China Minsheng Bank,http://en.cmbc.com.cn/CMBCToday/InvestorRelations/Corporatesocialresponsibility/index.htm
Mitsubishi,https://mitsubishicorp.disclosure.site/en/themes/113#917
Anthem,https://www.anthemcorporateresponsibility.com/environmental-policy-and-commitments
BASF,https://web.archive.org/web/20230725102525/https://www.basf.com/global/en/who-we-are/sustainability/we-produce-safely-and-efficiently/energy-and-climate-protection/climate-protection-goal.html
UBS,https://www.ubs.com/global/en/media/display-page-ndp/en-20210422-net-zero.html
China Citic Bank,http://www.cs.com.cn/xwzx/hg/202105/t20210510_6165075.html
Prudential,https://www.prudentialplc.com/en/news-and-insights/all-news/news-releases/2021/07-05-2021
Westpac Banking Group,https://www.westpac.com.au/about-westpac/sustainability/our-positions-and-perspectives/climate-change-environmental-issues/
Lockheed Martin,https://web.archive.org/web/20230506103949/https://sustainability.lockheedmartin.com/sustainability/beyond-the-smp/carbon-strategy-and-climate-related-risk/
China Everbright Bank Co,http://www.cebbank.com/site/ceb_homepage33/investor_relations3/financial_reports20/h_share42/240510170/index.html
American International Group,https://www.aig.com/about-us/sustainability
Amgen,https://www.amgen.com/responsibility/environmental-sustainability/2027-plan
Exelon,https://www.exeloncorp.com/newsroom/exelon-utilities-announces-goal-to-achieve-net-zero-emissions-by-2050
PTT Exploration & Production Public Company,https://www.pttep.com/en/Sustainability/Decarbonization.aspx
General Dynamics,https://www.gd.com/-/media/gd-corporate/responsibility/gd-2022-corporate-sustainability-report.ashx
Eli Lilly & Co.,https://web.archive.org/web/20230905051549/https://www.lilly.com/impact/minimizing-our-environmental-impact
Dai-ichi Life Insurance,https://www.dai-ichi-life-hd.com/en/sustainability/important/initiatives/ecology/climate.html
Fresenius,https://annualreport.fresenius.com/2022/sustainability-report/environment/climate-protection-energy-and-emissions/
Central Japan Railway Co,https://global.jr-central.co.jp/en/company/environment/contribution.html
Standard Chartered,https://www.sc.com/en/sustainability/position-statements/climate-change/
Sun Hung Kai Properties,https://www.shkp.com/en-US/sustainable-development/sustainability-reports
Huaxia Bank,https://www.sohu.com/a/466410137_120521832
TJX Companies,https://www.tjx.com/responsibility/environment/climate-and-energy
Nomura,https://www.nomuraholdings.com/news/nr/holdings/20210928/20210928.html
Hewlett Packard Enterprise Co,https://press.hp.com/us/en/press-releases/2021/hp-inc-announces-ambitious-climate-action-goals.html
Bank Of Shanghai,https://www.bankofshanghai.com.hk/en/Channel/xinxi.html
Ecopetrol,https://www.ecopetrol.com.co/wps/portal/Home/en/?1dmy&page=detailNews&urile=wcm:path:/ecopetrol_wcm_library/as_en/news/noticias-2021/emissions-reduction
Baoshan Iron & Steel Co,https://www.baosteel.com/group_en/contents/2927/40178.html
Fannie Mae,https://www.fanniemae.com/about-us/esg/environmental
Tyson Foods,https://www.tysonfoods.com/news/news-releases/2021/6/tyson-foods-targets-2050-achieve-net-zero-greenhouse-gas-emissions
CSX,https://www.csx.com/index.cfm/library/files/suppliers/submission-to-cdp/
EOG Resources,https://www.eogresources.com/sustainability/
Stryker,https://www.stryker.com/content/m/c/2020-comprehensive-annual-report/environmental-sustainability/carbon-neutrality.html
Natixis,https://natixis.groupebpce.com/natixis/en/2021-tcfd-report-task-force-on-climate-related-financial-disclosure-lpaz5_133685.html
POSCO,https://newsroom.posco.com/en/posco-pledges-to-achieve-carbon-neutrality-by-2050-and-lead-low-carbon-society/
Tata Consultancy Services,"https://www.tcs.com/tcs-targets-net-zero-emissions-by-2030#:~:text=%E2%80%9COur%20net%20zero%20goal%20underlines,and%20aim%20for%20sustainable%20growth."
Indian Oil,https://iocl.com/pages/NetZeroone
CTBC Financial,https://www.ctbcbank.com/content/dam/twrbo/ESG/en/environmental.html
Consolidated Edison,https://www.coned.com/en/our-energy-future/our-energy-vision/our-energy-future-commitment
Boeing Co,https://www.boeing.com/features/2020/12/boeing-reaches-net-zero-carbon-emissions-from-manufacturing-and-worksites.page
Tokyo Electric Power,https://www.tepco.co.jp/en/hd/about/ir/library/integratedreport/index-e.html
Fast Retailing Co,https://www.fastretailing.com/eng/sustainability/environment/climatechange.html
Marubeni,https://www.marubeni.com/en/news/2021/release/00022.html
Bouygues,https://www.bouygues-es.co.uk/bouygues-construction-strengthening-its-climate-strategy
Nutrien,https://www.nutrien.com/sustainability/environment/climate-change
Kansai Electric Power Co,https://www.kepco.co.jp/english/csr/
American Tower,https://www.americantower.com/sustainability/environment.html
Al Rajhi Bank,https://www.alrajhibank.com.sa/ir/esg_report/esg_report.html
EnBW-Energie Baden,https://www.enbw.com/company/sustainability/
Magna International,https://www.magna.com/stories/news-press-release/2023/magna-commits-to-achieve-net-zero-by-2050
Compass,https://www.compass-group.co.uk/media/news/compass-group-uk-ireland-announces-commitment-to-reach-net-zero-by-2030/
Toyota Tsusho,https://www.toyota-tsusho.com/english/press/detail/210708_004862.html
CITIC Securities Co,http://www.cs.com.cn/xwzx/hg/202105/t20210510_6165075.html
Samsung C&T,"https://www.samsungcnt.com/file/down.do?id=18e62bd2-0903-4cc1-874c-f2cc9c92c15a#:~:text=To%20reach%20Net%20Zero%20by,%2Dcarbon%20and%20energy%2Defficient."
eBay,https://www.ebayinc.com/impact/sustainable-commerce/environmental-footprint/
Aegon,https://www.aegon.com/investors/press-releases/2021/aegon-commits-to-group-wide-net-zero-emissions-objective-by-2050/
Kubota,https://www.kubota.com/sustainability/environment/ghg/index.html
Loews,https://web.archive.org/web/20231002185918/https://loews.com/sustainability/lh
Air Products & Chemicals,https://www.airproducts.com/company/news-center/2022/07/0725-air-products-announces-additional-sustainability-commitments
PPL,https://pplweb.mediaroom.com/2021-08-05-PPL-Corporation-Reports-Second-Quarter-2021-Earnings-Announces-Net-Zero-Carbon-Emissions-Goal
DISH Network,https://dish.gcs-web.com/financial-information/annual-reports
Otsuka Holding,https://web.archive.org/web/20230808162015/https://www.otsuka.com/en/csr/environment/climate.html
TD Ameritrade Holding,https://stories.td.com/us/en/article/td-commits-to-ambitious-climate-action-plan-and-targets-net-zero-emissions-by-2050
Korea Electric Power,https://home.kepco.co.kr/kepco/EN/D/htmlView/ENDCHP001.do?menuCd=EN040301
Inpex,https://www.inpex.co.jp/english/csr/climatechange/
MGM Resorts,https://www.smartmeetings.com/news/134248/mgm-resorts-international-sustainability-milestone
CGN Power,https://www.bing.com/ck/a?!&&p=3f83c012e052598ec982bccad3c38b481af85ac76fba7d81e229b3d81fee96eeJmltdHM9MTY1NTgwMTU0MCZpZ3VpZD1iMTI1ZmVmZC1jMzVlLTRiYTYtODExYy1lYjJlMDI1MTkwNmYmaW5zaWQ9NTE4NA&ptn=3&fclid=7579a4f3-f13f-11ec-902e-812e012b21d9&u=a1aHR0cDovL2VuLmNnbnBjLmNvbS5jbi8&ntb=1
Woori Financial Group,https://www.woorifg.com/eng/investor/ir/annual-report/list.do
Daiichi Sankyo Co,https://www.daiichisankyo.com/our_stories/detail/index_4090.html
Republic Services,https://investor.republicservices.com/static-files/25b80fdd-09e5-4b49-ba63-0b247acc3fee
Schlumberger,https://www.slb.com/newsroom/press-release/2021/pr-2021-0622-slb-net-zero-2050
Asahi Kasei,https://www.asahi-kasei.com/news/2021/e210525_2.html
Regions Financial,https://www.corporatereport.com/Regions2021AnnualReviewandESGreport/planet/climate-change.php
JFE Holdings,https://www.jfe-holdings.co.jp/en/csr/environment/climate/
Fortis (Canada),https://www.fortisinc.com/news-and-media/details/fortis-inc-releases-first-quarter-2022-results-and-announces-net-zero-target
Resona Holdings,https://www.resona-gr.co.jp/holdings/english/sustainability/sdgs/environment/index.html
FirstEnergy,https://www.firstenergycorp.com/newsroom/news_articles/firstenergy-pledges-to-achieve-carbon-neutrality-by-2050.html
Atlas Copco,https://www.atlascopcogroup.com/en/sustainability/measuring-progress/science-based-targets
Simon Property,https://simon-malls.cld.bz/Simon-Sustainability-Report-2020/30/
Sumitomo Electric,https://www.sumitomocorp.com/en/jp/sustainability/environmental-management/climate
National Bank of Kuwait SAKP,https://www.nbk.com/london.html
Xiamen C&D,https://www.chinacnd.com/en/csr.html
CIMB  Holdings Bhd,https://www.cimb.com/en/sustainability/sustainable-action-driven-by-cimb.html
Tokyo Electron,https://www.tel.com/csr/environment/
Nucor,https://www.nucor.com/greenhouse-gas-reduction-target-strategy/
SM Investments,https://www.sminvestments.com/press_release/sm-prime-targets-to-minimize-operations-carbon-footprint-through-enhanced-sustainability-program/
Riyad Bank,https://www.riyadbank.com/en/business-banking
Kasikornbank,https://kasikornbank.com/en/News/Pages/Net-Zero-Commitment.aspx
MAPFRE,https://www.mapfre.com/en/climate-change/
Keyence,https://www.keyence.com/about-us/sustainability/environmental-policy.jsp
T&D Holdings,https://www.td-holdings.co.jp/en/csr/effort/casestudy.html
CenterPoint Energy,https://sustainability.centerpointenergy.com/net-zero/
Bâloise Group,https://www.baloise.com/en/home/about-us/what-we-stand-for/sustainability/environment.html
CapitaLand,https://www.capitaland.com/international/en/about-capitaland/sustainability/CapitaLand_Science-Based_Targets.html
Unum,https://www.unum.com/about/responsibility
Cheniere Energy,https://lngir.cheniere.com/
Abu Dhabi Commercial Bank,https://www.adcb.com/en/about-us/sustainability/
Shin Kong Financial,https://csr.skfh.com.tw/en/topic/dc5f3130-4d24-4c35-b32f-a643a37a6061/detail
Ball,https://www.ball.com/na/vision/sustainability/operational-excellence/ghg-emissions
Deutsche Wohnen,https://www.deutsche-wohnen.com/en/about-us/press-news/press-releases/sustainability-report-2020
Saudi British Bank,https://www.sabb.com/en/
Asr Nederland,https://www.asrnl.com/about-asr/sustainable-business
CDW,https://www.uk.cdw.com/site-tools/carbon-reduction-plan/
Hormel Foods,https://csr.hormelfoods.com/about-this-report/our-goals/
Rakuten,https://corp.rakuten.co.jp/sustainability/environment/
Banco Sabadell,https://www.grupbancsabadell.com/corp/en/sustainability/commitment-to-sustainability.html
DSV Panalpina,https://www.dsv.com/en/about-dsv/press/news/com/2020/06/dsv-panalpina-unveils-ambitious-targets-for-reducing-greenhouse-gas-emissions
Trip.com Group,https://www.trip.com/newsroom/trip-com-group-announces-long-term-green-tourism-goals-aiming-to-inspire-100-million-travellers-to-travel-more-sustainably/
Fortive,https://www.fortive.com/sustainability#pillar-347
China Jinmao,http://global.chinadaily.com.cn/a/201812/14/WS5c137d4ba3107d4c3a000ea3.html
Sabanci Holding,https://www.sabanci.com/en/news-detail/sabanci-holding-leads-sustainability-with-its-zero-emission-goal
Gen Digital,https://www.nortonlifelock.com/us/en/corporate-responsibility/esg-report/
Expedia,https://beamexperience.life/accor-expedia-and-unesco-pledge-to-drive-sustainable-tourism/
Taisei,https://www.taisei.co.jp/english/csr/performance/iso26000/environment/
CEZ,https://www.cez.cz/sustainability/en/environmental/decarbonization
Daiwa Securities,https://www.daiwa-grp.jp/english/sdgs/environment/declaration.html
Air Canada,https://www.aviationtoday.com/2021/03/16/air-canada-sets-new-net-zero-emissions-goals/
Banque Saudi Fransi,https://www.alfransi.com.sa/english/the-bank/profile
Iliad,https://www.iliad.fr/en/actualites/article/climate-strategy-major-headway-in-7-areas-168
First Financial Holding Co,https://csr.firstholding.com.tw/en/green3.html
Shimizu,https://www.shimz.co.jp/en/company/csr/environment/performance/eco/
Aena,https://portal.aena.es/en/corporate/climate-change.html
Mazda Motor,https://www.mazda.com/en/csr/environment/sustainable/
Intuitive Surgical,https://isrg.intuitive.com/static-files/a1af6016-8b7a-4fdf-a98f-8d1fb34d2924
Chugoku Electric Power Co,https://www.energia.co.jp/e/index.html
Altice USA,https://www.alticeusa.com/environmental-care-and-sustainability
CGI,https://www.cgi.com/en/article/corporate-social-responsibility/cgi-commits-net-zero-carbon-emissions-by-2030
PKO Bank Polski,https://www.pkobp.pl/investor-relations/esg-at-pko-bank-polski-group/greenhouse-gas-emissions/
Huaneng Power International,https://www.hpi.com.cn/sites/english/pages/default.aspx
Japan Exchange,https://www.jpx.co.jp/english/corporate/sustainability/jpx-esg/environment/index.html
Molina Healthcare,https://investors.molinahealthcare.com/corporate-governance/esg-reports-and-resources
Galaxy Entertainment,https://www.galaxyentertainment.com/en/corp/environmental-protection-and-sustainability
China Development Financial,https://www.cdfholding.com/en/esg/esg-activity/activities-page?id=8efbe73124a54777b47ef805fe535361
China Hongqiao,http://en.hongqiaochina.com/our_commitment.html
Taiwan Cooperative Financial,https://esg.tcfhc.com.tw/en/environmental-sustainability/green-operations/
Toppan Printing Co,https://www.toppan.com/en/sustainability/sustainability.html
Financiere de l'Odet,http://www.compagniedelodet.net/fr-fr/investisseurs/information-reglementee/rapport-financier-annuel/
Leidos,https://www.leidos.com/company/responsibility-and-sustainability/esg-goals
Alcon,https://alcon.widen.net/s/kqj8nqc7vt/social-impact-and-sustainability-report-2022
Arab National Bank,https://www.anb.com.sa/en/
